"run","tick","random_seed","Produced","Deleted","Consumed","Cut Source","Cut Produced","Consumed Low","Consumed High","Quality ES High","Quality ES Low","Quality NL High","Quality NL Low"
709,1000.0,-1195509461,7614.383387624528,4904.962080501463,2878.455853036917,502.5959654531777,753.8939481797668,2444.462224415015,433.99362862190173,485.10269804214755,766.9316612384023,1342.6389995892885,2526.1991821050433
711,1000.0,-1195507689,9869.342622404745,6651.577128179212,1517.0577584347182,479.69875363408016,719.5481304511201,1282.8765418078656,234.18121662685257,708.9685808252024,951.86293672022,682.5118488607064,1065.3354171727824
713,1000.0,-1195506116,9843.86702435448,6706.0887590775,2564.114697716501,905.9619397334142,1358.9429096001215,2128.771758621796,435.34293909470495,568.2676738489688,697.6488912614884,1939.9359907901746,2236.9680360196576
715,1000.0,-1195504015,8098.632719300981,4863.917652433871,2105.970591624974,876.1093342016843,1314.1640013025249,1875.9885631995937,229.98202842538032,1135.2655215242867,1108.2817200027082,1159.6751934229442,677.0023926677306
717,1000.0,-1195502218,6832.947545918156,5241.763562718444,1393.0920958641416,224.71121932396855,337.06682898595284,1146.090122641485,247.0019732226565,619.4656063554078,708.6890940065999,411.27946084597795,1249.5194791380497
719,1000.0,-1195500772,12460.613132086903,8564.827310308185,3394.8687628074526,484.81213525589186,727.218202883838,2567.7983794104484,827.0703833970043,1269.5528515481965,2069.2112981324535,1245.7566094911836,2057.7231365847206
721,1000.0,-1195497865,9583.729882539206,5424.477236469185,4201.02866461933,696.2834027515403,1044.4251041273105,3182.6143741748892,1018.4142904444408,1256.656352648828,2761.0579664389393,1318.4420735449553,1301.306103162623
723,1000.0,-1195495351,15738.68883301425,11623.00929437786,3324.269080369074,1088.4990549904956,1632.7485824857426,3116.915307731477,207.35377263759713,310.2279344919375,797.8100278330752,2029.882932933471,3467.3506738538504
725,1000.0,-1195492538,15026.788921491425,8287.219593039656,6069.578969534013,789.8120217892318,1184.7180326838477,5138.106605836394,931.4723636976183,1397.4840342343452,4442.028843384387,1300.0770468993242,2520.800585537044
727,1000.0,-1195488153,17047.52373671848,10976.070662723518,5943.428330393772,1081.6927149747605,1622.5390724621413,5094.967834114998,848.4604962787737,2700.6278039182553,5396.943412729519,1019.7702904040594,1453.407241826846
729,1000.0,-1195483924,15969.811265355556,10742.552748269518,4443.6888955878185,722.5095494585534,1083.76432418783,4178.756367819825,264.9325277679932,593.1769506370368,3191.5688884505416,1077.6868969109746,1960.9117420843304
